description_label,element_type,image_path,bb,bb_x,bb_y,bb_width,bb_height,label_path
the 'origin' search textfield,textfield,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/1b4859f4-6951-4f6a-8a74-1c9647900eb1_87ec37e3-e5ae-4e8b-b3b5-e7dcf4d9f915.jpeg,"[0.0, 0.8129638671874999, 0.08028259473346179, 0.259375, 0.015414258188824663]",0.8129638671874999,0.0802825947334617,0.259375,0.0154142581888246,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/1b4859f4-6951-4f6a-8a74-1c9647900eb1_87ec37e3-e5ae-4e8b-b3b5-e7dcf4d9f915.pickle
the 'new york city area airports' text,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/1b4859f4-6951-4f6a-8a74-1c9647900eb1_472694df-d70d-4dba-9aec-adf5edd87b61.jpeg,"[0.0, 0.8328063964843749, 0.09890815671162492, 0.21092529296875, 0.00449582530507386]",0.8328063964843749,0.0989081567116249,0.21092529296875,0.0044958253050738,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/1b4859f4-6951-4f6a-8a74-1c9647900eb1_472694df-d70d-4dba-9aec-adf5edd87b61.pickle
the 'to' textfield,textfield,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/1b4859f4-6951-4f6a-8a74-1c9647900eb1_64130799-04aa-4bdc-bbc0-1f0879584bfb.jpeg,"[0.0, 0.818389892578125, 0.049709979126525375, 0.06549072265625, 0.014771997430956968]",0.818389892578125,0.0497099791265253,0.06549072265625,0.0147719974309569,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/1b4859f4-6951-4f6a-8a74-1c9647900eb1_64130799-04aa-4bdc-bbc0-1f0879584bfb.pickle
the 'destination' search box,textfield,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/1b4859f4-6951-4f6a-8a74-1c9647900eb1_bb3dd65b-b1a9-41ff-8a62-a9b65dda26b1.jpeg,"[0.0, 0.8129638671874999, 0.08028259473346179, 0.259375, 0.015414258188824663]",0.8129638671874999,0.0802825947334617,0.259375,0.0154142581888246,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/1b4859f4-6951-4f6a-8a74-1c9647900eb1_bb3dd65b-b1a9-41ff-8a62-a9b65dda26b1.pickle
the CMH option,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/1b4859f4-6951-4f6a-8a74-1c9647900eb1_d3701291-bd14-4c2e-9f32-43c31e014196.jpeg,"[0.0, 0.81171875, 0.10051380860629415, 0.253125, 0.010918432883750802]",0.81171875,0.1005138086062941,0.253125,0.0109184328837508,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/1b4859f4-6951-4f6a-8a74-1c9647900eb1_d3701291-bd14-4c2e-9f32-43c31e014196.pickle
the red enter button,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/1b4859f4-6951-4f6a-8a74-1c9647900eb1_6ffefc29-269e-4f39-92ab-23e25d9cc5d9.jpeg,"[0.0, 0.91402587890625, 0.04714093609505459, 0.0390625, 0.01605651894669236]",0.91402587890625,0.0471409360950545,0.0390625,0.0160565189466923,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/1b4859f4-6951-4f6a-8a74-1c9647900eb1_6ffefc29-269e-4f39-92ab-23e25d9cc5d9.pickle
the 'book' section,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/7216606d-2de6-4f80-a7b0-b860957bf07a_52bdfc20-2434-4b35-a530-96cf40bb5baa.jpeg,"[0.0, 0.3248046875, 0.006938937351308485, 0.04609375, 0.012291831879460745]",0.3248046875,0.0069389373513084,0.04609375,0.0122918318794607,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/7216606d-2de6-4f80-a7b0-b860957bf07a_52bdfc20-2434-4b35-a530-96cf40bb5baa.pickle
the 'travel requirements' section,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/7216606d-2de6-4f80-a7b0-b860957bf07a_742c40bd-c59d-464b-9d56-3cfd9bc0f714.jpeg,"[0.0, 0.282421875, 0.02993655828707375, 0.09375, 0.006344171292624901]",0.282421875,0.0299365582870737,0.09375,0.0063441712926249,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/7216606d-2de6-4f80-a7b0-b860957bf07a_742c40bd-c59d-464b-9d56-3cfd9bc0f714.pickle
the origin textbox,textfield,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/7216606d-2de6-4f80-a7b0-b860957bf07a_bb4250dc-0c03-4e05-8144-a3a05d498779.jpeg,"[0.0, 0.193359375, 0.24657427592650266, 0.18359375, 0.016350046714419184]",0.193359375,0.2465742759265026,0.18359375,0.0163500467144191,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/7216606d-2de6-4f80-a7b0-b860957bf07a_bb4250dc-0c03-4e05-8144-a3a05d498779.pickle
the 'Schiphol international airport' (AMS) option,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/7216606d-2de6-4f80-a7b0-b860957bf07a_a22cd81e-7bbb-433b-84c1-adef73ef9521.jpeg,"[0.0, 0.19765625, 0.264481469947057, 0.1765625, 0.006072874493927126]",0.19765625,0.264481469947057,0.1765625,0.0060728744939271,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/7216606d-2de6-4f80-a7b0-b860957bf07a_a22cd81e-7bbb-433b-84c1-adef73ef9521.pickle
the destination textbox,textfield,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/7216606d-2de6-4f80-a7b0-b860957bf07a_31c3498c-ddf3-4107-bc4d-436c780813f2.jpeg,"[0.0, 0.392578125, 0.2440828402366864, 0.18359375, 0.016350046714419184]",0.392578125,0.2440828402366864,0.18359375,0.0163500467144191,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/7216606d-2de6-4f80-a7b0-b860957bf07a_31c3498c-ddf3-4107-bc4d-436c780813f2.pickle
the 'Cairo' option in the dropdown,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/7216606d-2de6-4f80-a7b0-b860957bf07a_42419a0f-c73a-4e7e-9710-55008a119e4b.jpeg,"[0.0, 0.513671875, 0.26090003114294613, 0.41015625, 0.006072874493927126]",0.513671875,0.2609000311429461,0.41015625,0.0060728744939271,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/7216606d-2de6-4f80-a7b0-b860957bf07a_42419a0f-c73a-4e7e-9710-55008a119e4b.pickle
the 'Check requirements' button,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/7216606d-2de6-4f80-a7b0-b860957bf07a_f6bb8bd5-9a04-4e80-804e-e33f58617e51.jpeg,"[0.0, 0.798828125, 0.24563998754282157, 0.19921875, 0.01572718779196512]",0.798828125,0.2456399875428215,0.19921875,0.0157271877919651,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/7216606d-2de6-4f80-a7b0-b860957bf07a_f6bb8bd5-9a04-4e80-804e-e33f58617e51.pickle
the 'PC Builder' section,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_b6b0c5cb-6b14-417d-9a1f-8054ebf4d76e.jpeg,"[0.0, 0.451171875, 0.01411767023959647, 0.04921875, 0.0025220680958385876]",0.451171875,0.0141176702395964,0.04921875,0.0025220680958385,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_b6b0c5cb-6b14-417d-9a1f-8054ebf4d76e.pickle
the 'CPU' icon under 'Select your components',button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_79c3b5f1-645d-4926-b8a5-019f3d947232.jpeg,"[0.0, 0.328125, 0.18872085905897382, 0.05, 0.01362571854375133]",0.328125,0.1887208590589738,0.05,0.0136257185437513,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_79c3b5f1-645d-4926-b8a5-019f3d947232.pickle
the 'intel core i7' text under 'series',button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_e5333675-52cf-40bc-9792-88446354b861.jpeg,"[0.0, 0.1, 0.18737328719239374, 0.115625, 0.0032945329977628634]",0.1,0.1873732871923937,0.115625,0.0032945329977628,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_e5333675-52cf-40bc-9792-88446354b861.pickle
the series drop down button,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_a193ae83-2cce-4683-b664-0b54d82ceb4b.jpeg,"[0.0, 0.170166015625, 0.15708018736017898, 0.04404296875, 0.004847129008202834]",0.170166015625,0.1570801873601789,0.04404296875,0.0048471290082028,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_a193ae83-2cce-4683-b664-0b54d82ceb4b.pickle
the 'featured items' dropdown,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_30f68290-b395-4cef-9a53-6229262fe58e.jpeg,"[0.0, 0.49267578125, 0.08358943370165746, 0.108203125, 0.005893186003683241]",0.49267578125,0.0835894337016574,0.108203125,0.0058931860036832,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_30f68290-b395-4cef-9a53-6229262fe58e.pickle
the 'select' button for the i7-2600K desktop processor,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_17ae2005-cb60-4a61-9eaf-e6caccb7961f.jpeg,"[0.0, 0.8388183593749999, 0.109221926987061, 0.05888671875, 0.004805914972273568]",0.8388183593749999,0.109221926987061,0.05888671875,0.0048059149722735,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_17ae2005-cb60-4a61-9eaf-e6caccb7961f.pickle
the motherboard icon,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_db4dde08-4682-47ff-97bd-a9cc60958439.jpeg,"[0.0, 0.3984375, 0.06122631700554528, 0.05, 0.011829944547134935]",0.3984375,0.0612263170055452,0.05,0.0118299445471349,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_db4dde08-4682-47ff-97bd-a9cc60958439.pickle
the 'SELECT' button by the ASUS H61M-E Micro ATX Intel Motherboard,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_190a920e-25d1-4742-8e80-77bdf44cefae.jpeg,"[0.0, 0.8388183593749999, 0.21726101475279108, 0.05888671875, 0.01036682615629984]",0.8388183593749999,0.217261014752791,0.05888671875,0.0103668261562998,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_190a920e-25d1-4742-8e80-77bdf44cefae.pickle
the 'SELECT' button by 'Memory',button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_16542cfc-b755-467f-a5c7-97442a156b97.jpeg,"[0.0, 0.47362718582153324, 0.17925762559808614, 0.05, 0.025518341307814992]",0.4736271858215332,0.1792576255980861,0.05,0.0255183413078149,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_16542cfc-b755-467f-a5c7-97442a156b97.pickle
the 'Featured Items' dropdown button,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_28bdc9b9-eee4-49e6-9176-6b6bba7e9180.jpeg,"[0.0, 0.49267578125, 0.08461793903803132, 0.108203125, 0.005965697240865026]",0.49267578125,0.0846179390380313,0.108203125,0.005965697240865,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_28bdc9b9-eee4-49e6-9176-6b6bba7e9180.pickle
the 'SELECT' button for the Crucial Model,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_66c79709-5926-47f1-9202-3d24cd49367e.jpeg,"[0.0, 0.8388183593749999, 0.10804890442197106, 0.05888671875, 0.005155661312710688]",0.8388183593749999,0.108048904421971,0.05888671875,0.0051556613127106,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_66c79709-5926-47f1-9202-3d24cd49367e.pickle
the 'Video Cards' icon,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_a983fe32-5cd3-41e1-9844-1d54a167a8e6.jpeg,"[0.0, 0.40234478712081906, 0.11829825996430697, 0.05000002384185791, 0.012690858615903232]",0.402344787120819,0.1182982599643069,0.0500000238418579,0.0126908586159032,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_a983fe32-5cd3-41e1-9844-1d54a167a8e6.pickle
the 'Featured Items' dropdown,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_b718c17e-47a8-4fc7-be9c-5d997396114e.jpeg,"[0.0, 0.49267578125, 0.07951832953749124, 0.108203125, 0.005606166783461808]",0.49267578125,0.0795183295374912,0.108203125,0.0056061667834618,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_b718c17e-47a8-4fc7-be9c-5d997396114e.pickle
the 'SELECT button' for the first item in the list,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_05b65613-c085-40ea-8093-cea665aa0d22.jpeg,"[0.0, 0.822802734375, 0.09546086632796075, 0.009375, 0.002102312543798178]",0.822802734375,0.0954608663279607,0.009375,0.0021023125437981,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_05b65613-c085-40ea-8093-cea665aa0d22.pickle
the 'Case' icon,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_e50ea116-6fb0-4c92-b1eb-5bf7beb6ffb6.jpeg,"[0.0, 0.3984375, 0.1252491021373511, 0.05, 0.011212333566923615]",0.3984375,0.1252491021373511,0.05,0.0112123335669236,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_e50ea116-6fb0-4c92-b1eb-5bf7beb6ffb6.pickle
the 'Featured items' dropdown,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_c5749a12-4795-4011-96ad-60b2180822e1.jpeg,"[0.0, 0.49267578125, 0.08261569439388423, 0.108203125, 0.005824535857298871]",0.49267578125,0.0826156943938842,0.108203125,0.0058245358572988,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_c5749a12-4795-4011-96ad-60b2180822e1.pickle
the 'Select' button for the first item in the list,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_e71045e3-2790-41ce-8c29-35be54cbed1f.jpeg,"[0.0, 0.8388183593749999, 0.10118674558960075, 0.05888671875, 0.004828226555246054]",0.8388183593749999,0.1011867455896007,0.05888671875,0.004828226555246,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_e71045e3-2790-41ce-8c29-35be54cbed1f.pickle
the 'power supply' icon,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_a6716684-ef90-48f5-a449-3eb37e6a3946.jpeg,"[0.0, 0.40234478712081906, 0.15473827762302694, 0.05000002384185791, 0.011884865366759517]",0.402344787120819,0.1547382776230269,0.0500000238418579,0.0118848653667595,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_a6716684-ef90-48f5-a449-3eb37e6a3946.pickle
the 'featured items' dropdown,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_3c2d8d1c-06a7-49f2-8403-48035cb50b20.jpeg,"[0.0, 0.49267578125, 0.0839139628397116, 0.108203125, 0.005916065816232206]",0.49267578125,0.0839139628397116,0.108203125,0.0059160658162322,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_3c2d8d1c-06a7-49f2-8403-48035cb50b20.pickle
the 'Select' button for the first item in the list,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_ec9105c4-413d-4cfb-a9eb-1c7623de7d2e.jpeg,"[0.0, 0.8388183593749999, 0.10158289056674123, 0.05888671875, 0.004847129008202834]",0.8388183593749999,0.1015828905667412,0.05888671875,0.0048471290082028,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_ec9105c4-413d-4cfb-a9eb-1c7623de7d2e.pickle
the Storage icon,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_f929c31c-f3cd-4849-8ef9-98b9bc09db1e.jpeg,"[0.0, 0.3984375, 0.10853567557224669, 0.05, 0.011931394481730051]",0.3984375,0.1085356755722466,0.05,0.01193139448173,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_f929c31c-f3cd-4849-8ef9-98b9bc09db1e.pickle
the SSD storage button under 'Select Storage Type',button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_799692de-35da-408b-937c-4d85e85deeb5.jpeg,"[0.0, 0.5390625, 0.3051354051819184, 0.1203125, 0.017985115766262404]",0.5390625,0.3051354051819184,0.1203125,0.0179851157662624,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_799692de-35da-408b-937c-4d85e85deeb5.pickle
the 'featured items' dropdown,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_1f737dd7-c703-401f-b5e2-9be214b6fae5.jpeg,"[0.0, 0.49267578125, 0.08461793903803132, 0.108203125, 0.005965697240865026]",0.49267578125,0.0846179390380313,0.108203125,0.005965697240865,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_1f737dd7-c703-401f-b5e2-9be214b6fae5.pickle
the 'select' button for the second item in the list (Team group MP33..),button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_a84ddb87-0ee4-41db-bd22-a1b434676612.jpeg,"[0.0, 0.8388183593749999, 0.17317125745712156, 0.05888671875, 0.004847129008202834]",0.8388183593749999,0.1731712574571215,0.05888671875,0.0048471290082028,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_a84ddb87-0ee4-41db-bd22-a1b434676612.pickle
the power supply icon,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_7f4abe6f-6e45-441a-bd69-19e7aae8dd55.jpeg,"[0.0, 0.3984375, 0.13059832567958846, 0.05, 0.011931394481730051]",0.3984375,0.1305983256795884,0.05,0.01193139448173,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_7f4abe6f-6e45-441a-bd69-19e7aae8dd55.pickle
the 'featured items' dropdown,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_cb582ec3-d3cc-4e1c-8d82-2e03b07d52aa.jpeg,"[0.0, 0.49267578125, 0.08772528507924236, 0.108203125, 0.006184770003865481]",0.49267578125,0.0877252850792423,0.108203125,0.0061847700038654,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_cb582ec3-d3cc-4e1c-8d82-2e03b07d52aa.pickle
the 'select,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_9901ddfe-d7ff-4c71-a471-ecd609a8485d.jpeg,"[0.0, 0.8388183593749999, 0.10531322477773483, 0.05888671875, 0.005025125628140704]",0.8388183593749999,0.1053132247777348,0.05888671875,0.0050251256281407,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_9901ddfe-d7ff-4c71-a471-ecd609a8485d.pickle
the operating system icon,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_32eae713-fe74-4a37-bccb-3f8ede0ebb40.jpeg,"[0.0, 0.3984375, 0.15826694413322623, 0.05, 0.012369540007730962]",0.3984375,0.1582669441332262,0.05,0.0123695400077309,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_32eae713-fe74-4a37-bccb-3f8ede0ebb40.pickle
the 'featured items' dropdown,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_a1fd2d0a-8656-4f7e-a305-24cdb85dd3e6.jpeg,"[0.0, 0.49267578125, 0.13298875622619397, 0.108203125, 0.00937591561675945]",0.49267578125,0.1329887562261939,0.108203125,0.0093759156167594,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_a1fd2d0a-8656-4f7e-a305-24cdb85dd3e6.pickle
the 'select' button for the first item in the list,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_b1a7f170-15b6-4e5d-a9ab-c349e57554da.jpeg,"[0.0, 0.8388183593749999, 0.1605925803124079, 0.05888671875, 0.007662835249042145]",0.8388183593749999,0.1605925803124079,0.05888671875,0.0076628352490421,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_b1a7f170-15b6-4e5d-a9ab-c349e57554da.pickle
the accessories icon,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_6d5fb20d-7e7e-4719-b0e9-d595f62d3af3.jpeg,"[0.0, 0.38671875, 0.2732734803847075, 0.046875, 0.01768346595932803]",0.38671875,0.2732734803847075,0.046875,0.017683465959328,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_6d5fb20d-7e7e-4719-b0e9-d595f62d3af3.pickle
the LCD / LED monitors button under 'select accessories type',button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_aa8da0bb-1963-4f11-9065-51b0b1196d8f.jpeg,"[0.0, 0.453125, 0.20436795043039477, 0.1203125, 0.019367764915405164]",0.453125,0.2043679504303947,0.1203125,0.0193677649154051,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_aa8da0bb-1963-4f11-9065-51b0b1196d8f.pickle
the 'featured items' dropdown,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_c4a79a83-3d16-483b-9bb7-9c87c4fa6458.jpeg,"[0.0, 0.49267578125, 0.07694365570435668, 0.108203125, 0.005424648245465333]",0.49267578125,0.0769436557043566,0.108203125,0.0054246482454653,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_c4a79a83-3d16-483b-9bb7-9c87c4fa6458.pickle
the 'select' button for the first item in the list (DELL display monitor),button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_9d91f460-dc2a-4676-a6af-11fbc8954a8b.jpeg,"[0.0, 0.8388183593749999, 0.12511124766909645, 0.05888671875, 0.004407526699440583]",0.8388183593749999,0.1251112476690964,0.05888671875,0.0044075266994405,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_9d91f460-dc2a-4676-a6af-11fbc8954a8b.pickle
the 'headsphones' button under 'select accessories type',button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_def86c86-91b4-4964-b2c0-31e95f1e82ce.jpeg,"[0.0, 0.453125, 0.4687269474771319, 0.1203125, 0.009626733549719681]",0.453125,0.4687269474771319,0.1203125,0.0096267335497196,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_def86c86-91b4-4964-b2c0-31e95f1e82ce.pickle
the 'featured items' dropdown,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e483a49f-029d-446c-892c-c56b92fc463b_ddb474e6-a61d-4844-a138-5c9f5c7f4fde.jpeg,"[0.0, 0.49267578125, 0.08752229560354802, 0.108203125, 0.006170458927882761]",0.49267578125,0.087522295603548,0.108203125,0.0061704589278827,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e483a49f-029d-446c-892c-c56b92fc463b_ddb474e6-a61d-4844-a138-5c9f5c7f4fde.pickle
